nom_standard,nom_sans_pronom,nom_sans_accent,nom_standard_majuscule,reg_nom
Saint-Germain-de-Belvès,Saint-Germain-de-Belvès,saint-germain-de-belves,SAINT-GERMAIN-DE-BELVÈS,Nouvelle-Aquitaine
Saint-Germain-des-Prés,Saint-Germain-des-Prés,saint-germain-des-pres,SAINT-GERMAIN-DES-PRÉS,Nouvelle-Aquitaine
Saint-Germain-du-Salembre,Saint-Germain-du-Salembre,saint-germain-du-salembre,SAINT-GERMAIN-DU-SALEMBRE,Nouvelle-Aquitaine
Saint-Germain-et-Mons,Saint-Germain-et-Mons,saint-germain-et-mons,SAINT-GERMAIN-ET-MONS,Nouvelle-Aquitaine
Saint-Géry,Saint-Géry,saint-gery,SAINT-GÉRY,Nouvelle-Aquitaine
Saint-Geyrac,Saint-Geyrac,saint-geyrac,SAINT-GEYRAC,Nouvelle-Aquitaine
Saint-Hilaire-d'Estissac,Saint-Hilaire-d'Estissac,saint-hilaire-d-estissac,SAINT-HILAIRE-D'ESTISSAC,Nouvelle-Aquitaine
Saint-Julien-Innocence-Eulalie,Saint-Julien-Innocence-Eulalie,saint-julien-innocence-eulalie,SAINT-JULIEN-INNOCENCE-EULALIE,Nouvelle-Aquitaine
Saint-Jean-d'Ataux,Saint-Jean-d'Ataux,saint-jean-d-ataux,SAINT-JEAN-D'ATAUX,Nouvelle-Aquitaine
Saint-Jean-de-Côle,Saint-Jean-de-Côle,saint-jean-de-cole,SAINT-JEAN-DE-CÔLE,Nouvelle-Aquitaine
Saint-Jean-d'Estissac,Saint-Jean-d'Estissac,saint-jean-d-estissac,SAINT-JEAN-D'ESTISSAC,Nouvelle-Aquitaine
Saint-Jory-de-Chalais,Saint-Jory-de-Chalais,saint-jory-de-chalais,SAINT-JORY-DE-CHALAIS,Nouvelle-Aquitaine
Saint-Jory-las-Bloux,Saint-Jory-las-Bloux,saint-jory-las-bloux,SAINT-JORY-LAS-BLOUX,Nouvelle-Aquitaine
Saint-Julien-de-Lampon,Saint-Julien-de-Lampon,saint-julien-de-lampon,SAINT-JULIEN-DE-LAMPON,Nouvelle-Aquitaine
Saint-Just,Saint-Just,saint-just,SAINT-JUST,Nouvelle-Aquitaine
Saint-Laurent-des-Hommes,Saint-Laurent-des-Hommes,saint-laurent-des-hommes,SAINT-LAURENT-DES-HOMMES,Nouvelle-Aquitaine
Saint-Laurent-des-Vignes,Saint-Laurent-des-Vignes,saint-laurent-des-vignes,SAINT-LAURENT-DES-VIGNES,Nouvelle-Aquitaine
Saint-Laurent-la-Vallée,Saint-Laurent-la-Vallée,saint-laurent-la-vallee,SAINT-LAURENT-LA-VALLÉE,Nouvelle-Aquitaine
Saint-Léon-d'Issigeac,Saint-Léon-d'Issigeac,saint-leon-d-issigeac,SAINT-LÉON-D'ISSIGEAC,Nouvelle-Aquitaine
Saint-Léon-sur-l'Isle,Saint-Léon-sur-l'Isle,saint-leon-sur-l-isle,SAINT-LÉON-SUR-L'ISLE,Nouvelle-Aquitaine
Saint-Léon-sur-Vézère,Saint-Léon-sur-Vézère,saint-leon-sur-vezere,SAINT-LÉON-SUR-VÉZÈRE,Nouvelle-Aquitaine
Saint-Louis-en-l'Isle,Saint-Louis-en-l'Isle,saint-louis-en-l-isle,SAINT-LOUIS-EN-L'ISLE,Nouvelle-Aquitaine
Saint-Marcel-du-Périgord,Saint-Marcel-du-Périgord,saint-marcel-du-perigord,SAINT-MARCEL-DU-PÉRIGORD,Nouvelle-Aquitaine
Saint-Marcory,Saint-Marcory,saint-marcory,SAINT-MARCORY,Nouvelle-Aquitaine
Saint-Martial-d'Albarède,Saint-Martial-d'Albarède,saint-martial-d-albarede,SAINT-MARTIAL-D'ALBARÈDE,Nouvelle-Aquitaine
Saint-Martial-d'Artenset,Saint-Martial-d'Artenset,saint-martial-d-artenset,SAINT-MARTIAL-D'ARTENSET,Nouvelle-Aquitaine
Saint-Martial-de-Nabirat,Saint-Martial-de-Nabirat,saint-martial-de-nabirat,SAINT-MARTIAL-DE-NABIRAT,Nouvelle-Aquitaine
Saint-Martial-de-Valette,Saint-Martial-de-Valette,saint-martial-de-valette,SAINT-MARTIAL-DE-VALETTE,Nouvelle-Aquitaine
Saint-Martial-Viveyrol,Saint-Martial-Viveyrol,saint-martial-viveyrol,SAINT-MARTIAL-VIVEYROL,Nouvelle-Aquitaine
Saint-Martin-de-Fressengeas,Saint-Martin-de-Fressengeas,saint-martin-de-fressengeas,SAINT-MARTIN-DE-FRESSENGEAS,Nouvelle-Aquitaine
Saint-Martin-de-Gurson,Saint-Martin-de-Gurson,saint-martin-de-gurson,SAINT-MARTIN-DE-GURSON,Nouvelle-Aquitaine
Saint-Martin-de-Ribérac,Saint-Martin-de-Ribérac,saint-martin-de-riberac,SAINT-MARTIN-DE-RIBÉRAC,Nouvelle-Aquitaine
Saint-Martin-des-Combes,Saint-Martin-des-Combes,saint-martin-des-combes,SAINT-MARTIN-DES-COMBES,Nouvelle-Aquitaine
Saint-Martin-l'Astier,Saint-Martin-l'Astier,saint-martin-l-astier,SAINT-MARTIN-L'ASTIER,Nouvelle-Aquitaine
Saint-Martin-le-Pin,Saint-Martin-le-Pin,saint-martin-le-pin,SAINT-MARTIN-LE-PIN,Nouvelle-Aquitaine
Saint-Mayme-de-Péreyrol,Saint-Mayme-de-Péreyrol,saint-mayme-de-pereyrol,SAINT-MAYME-DE-PÉREYROL,Nouvelle-Aquitaine
Saint-Méard-de-Drône,Saint-Méard-de-Drône,saint-meard-de-drone,SAINT-MÉARD-DE-DRÔNE,Nouvelle-Aquitaine
Saint-Méard-de-Gurçon,Saint-Méard-de-Gurçon,saint-meard-de-gurcon,SAINT-MÉARD-DE-GURÇON,Nouvelle-Aquitaine
Saint-Médard-de-Mussidan,Saint-Médard-de-Mussidan,saint-medard-de-mussidan,SAINT-MÉDARD-DE-MUSSIDAN,Nouvelle-Aquitaine
Saint-Médard-d'Excideuil,Saint-Médard-d'Excideuil,saint-medard-d-excideuil,SAINT-MÉDARD-D'EXCIDEUIL,Nouvelle-Aquitaine
Saint-Mesmin,Saint-Mesmin,saint-mesmin,SAINT-MESMIN,Nouvelle-Aquitaine
Saint-Michel-de-Double,Saint-Michel-de-Double,saint-michel-de-double,SAINT-MICHEL-DE-DOUBLE,Nouvelle-Aquitaine
Saint-Michel-de-Montaigne,Saint-Michel-de-Montaigne,saint-michel-de-montaigne,SAINT-MICHEL-DE-MONTAIGNE,Nouvelle-Aquitaine
Saint-Michel-de-Villadeix,Saint-Michel-de-Villadeix,saint-michel-de-villadeix,SAINT-MICHEL-DE-VILLADEIX,Nouvelle-Aquitaine
Sainte-Mondane,Sainte-Mondane,sainte-mondane,SAINTE-MONDANE,Nouvelle-Aquitaine
Sainte-Nathalène,Sainte-Nathalène,sainte-nathalene,SAINTE-NATHALÈNE,Nouvelle-Aquitaine
Saint-Nexans,Saint-Nexans,saint-nexans,SAINT-NEXANS,Nouvelle-Aquitaine
Sainte-Orse,Sainte-Orse,sainte-orse,SAINTE-ORSE,Nouvelle-Aquitaine
Saint-Pancrace,Saint-Pancrace,saint-pancrace,SAINT-PANCRACE,Nouvelle-Aquitaine
Saint-Pantaly-d'Excideuil,Saint-Pantaly-d'Excideuil,saint-pantaly-d-excideuil,SAINT-PANTALY-D'EXCIDEUIL,Nouvelle-Aquitaine
Saint-Pardoux-de-Drône,Saint-Pardoux-de-Drône,saint-pardoux-de-drone,SAINT-PARDOUX-DE-DRÔNE,Nouvelle-Aquitaine
Saint-Pardoux-et-Vielvic,Saint-Pardoux-et-Vielvic,saint-pardoux-et-vielvic,SAINT-PARDOUX-ET-VIELVIC,Nouvelle-Aquitaine
Saint-Pardoux-la-Rivière,Saint-Pardoux-la-Rivière,saint-pardoux-la-riviere,SAINT-PARDOUX-LA-RIVIÈRE,Nouvelle-Aquitaine
Saint-Paul-de-Serre,Saint-Paul-de-Serre,saint-paul-de-serre,SAINT-PAUL-DE-SERRE,Nouvelle-Aquitaine
Saint-Paul-la-Roche,Saint-Paul-la-Roche,saint-paul-la-roche,SAINT-PAUL-LA-ROCHE,Nouvelle-Aquitaine
Saint-Paul-Lizonne,Saint-Paul-Lizonne,saint-paul-lizonne,SAINT-PAUL-LIZONNE,Nouvelle-Aquitaine
Saint-Perdoux,Saint-Perdoux,saint-perdoux,SAINT-PERDOUX,Nouvelle-Aquitaine
Saint-Pierre-de-Chignac,Saint-Pierre-de-Chignac,saint-pierre-de-chignac,SAINT-PIERRE-DE-CHIGNAC,Nouvelle-Aquitaine
Saint-Pierre-de-Côle,Saint-Pierre-de-Côle,saint-pierre-de-cole,SAINT-PIERRE-DE-CÔLE,Nouvelle-Aquitaine
Saint-Pierre-de-Frugie,Saint-Pierre-de-Frugie,saint-pierre-de-frugie,SAINT-PIERRE-DE-FRUGIE,Nouvelle-Aquitaine
Saint-Pierre-d'Eyraud,Saint-Pierre-d'Eyraud,saint-pierre-d-eyraud,SAINT-PIERRE-D'EYRAUD,Nouvelle-Aquitaine
Saint-Pompon,Saint-Pompon,saint-pompon,SAINT-POMPON,Nouvelle-Aquitaine
Saint-Priest-les-Fougères,Saint-Priest-les-Fougères,saint-priest-les-fougeres,SAINT-PRIEST-LES-FOUGÈRES,Nouvelle-Aquitaine
Saint Privat en Périgord,Saint Privat en Périgord,saint-privat-en-perigord,SAINT PRIVAT EN PÉRIGORD,Nouvelle-Aquitaine
Saint-Rabier,Saint-Rabier,saint-rabier,SAINT-RABIER,Nouvelle-Aquitaine
Sainte-Radegonde,Sainte-Radegonde,sainte-radegonde,SAINTE-RADEGONDE,Nouvelle-Aquitaine
Saint-Raphaël,Saint-Raphaël,saint-raphael,SAINT-RAPHAËL,Nouvelle-Aquitaine
Saint-Rémy,Saint-Rémy,saint-remy,SAINT-RÉMY,Nouvelle-Aquitaine
Saint-Romain-de-Monpazier,Saint-Romain-de-Monpazier,saint-romain-de-monpazier,SAINT-ROMAIN-DE-MONPAZIER,Nouvelle-Aquitaine
Saint-Romain-et-Saint-Clément,Saint-Romain-et-Saint-Clément,saint-romain-et-saint-clement,SAINT-ROMAIN-ET-SAINT-CLÉMENT,Nouvelle-Aquitaine
Saint-Saud-Lacoussière,Saint-Saud-Lacoussière,saint-saud-lacoussiere,SAINT-SAUD-LACOUSSIÈRE,Nouvelle-Aquitaine
Saint-Sauveur,Saint-Sauveur,saint-sauveur,SAINT-SAUVEUR,Nouvelle-Aquitaine
Saint-Sauveur-Lalande,Saint-Sauveur-Lalande,saint-sauveur-lalande,SAINT-SAUVEUR-LALANDE,Nouvelle-Aquitaine
Saint-Seurin-de-Prats,Saint-Seurin-de-Prats,saint-seurin-de-prats,SAINT-SEURIN-DE-PRATS,Nouvelle-Aquitaine
Saint-Séverin-d'Estissac,Saint-Séverin-d'Estissac,saint-severin-d-estissac,SAINT-SÉVERIN-D'ESTISSAC,Nouvelle-Aquitaine
Saint-Sulpice-de-Roumagnac,Saint-Sulpice-de-Roumagnac,saint-sulpice-de-roumagnac,SAINT-SULPICE-DE-ROUMAGNAC,Nouvelle-Aquitaine
Saint-Sulpice-d'Excideuil,Saint-Sulpice-d'Excideuil,saint-sulpice-d-excideuil,SAINT-SULPICE-D'EXCIDEUIL,Nouvelle-Aquitaine
Sainte-Trie,Sainte-Trie,sainte-trie,SAINTE-TRIE,Nouvelle-Aquitaine
Saint-Victor,Saint-Victor,saint-victor,SAINT-VICTOR,Nouvelle-Aquitaine
Saint-Vincent-de-Connezac,Saint-Vincent-de-Connezac,saint-vincent-de-connezac,SAINT-VINCENT-DE-CONNEZAC,Nouvelle-Aquitaine
Saint-Vincent-de-Cosse,Saint-Vincent-de-Cosse,saint-vincent-de-cosse,SAINT-VINCENT-DE-COSSE,Nouvelle-Aquitaine
Saint-Vincent-Jalmoutiers,Saint-Vincent-Jalmoutiers,saint-vincent-jalmoutiers,SAINT-VINCENT-JALMOUTIERS,Nouvelle-Aquitaine
Saint-Vincent-le-Paluel,Saint-Vincent-le-Paluel,saint-vincent-le-paluel,SAINT-VINCENT-LE-PALUEL,Nouvelle-Aquitaine
Saint-Vincent-sur-l'Isle,Saint-Vincent-sur-l'Isle,saint-vincent-sur-l-isle,SAINT-VINCENT-SUR-L'ISLE,Nouvelle-Aquitaine
Saint-Vivien,Saint-Vivien,saint-vivien,SAINT-VIVIEN,Nouvelle-Aquitaine
Salagnac,Salagnac,salagnac,SALAGNAC,Nouvelle-Aquitaine
Salignac-Eyvigues,Salignac-Eyvigues,salignac-eyvigues,SALIGNAC-EYVIGUES,Nouvelle-Aquitaine
Salles-de-Belvès,Salles-de-Belvès,salles-de-belves,SALLES-DE-BELVÈS,Nouvelle-Aquitaine
Salon,Salon,salon,SALON,Nouvelle-Aquitaine
Sarlande,Sarlande,sarlande,SARLANDE,Nouvelle-Aquitaine
Sarlat-la-Canéda,Sarlat-la-Canéda,sarlat-la-caneda,SARLAT-LA-CANÉDA,Nouvelle-Aquitaine
Sarliac-sur-l'Isle,Sarliac-sur-l'Isle,sarliac-sur-l-isle,SARLIAC-SUR-L'ISLE,Nouvelle-Aquitaine
Sarrazac,Sarrazac,sarrazac,SARRAZAC,Nouvelle-Aquitaine
Saussignac,Saussignac,saussignac,SAUSSIGNAC,Nouvelle-Aquitaine
Savignac-de-Miremont,Savignac-de-Miremont,savignac-de-miremont,SAVIGNAC-DE-MIREMONT,Nouvelle-Aquitaine
Savignac-de-Nontron,Savignac-de-Nontron,savignac-de-nontron,SAVIGNAC-DE-NONTRON,Nouvelle-Aquitaine
Savignac-Lédrier,Savignac-Lédrier,savignac-ledrier,SAVIGNAC-LÉDRIER,Nouvelle-Aquitaine
Savignac-les-Églises,Savignac-les-Églises,savignac-les-eglises,SAVIGNAC-LES-ÉGLISES,Nouvelle-Aquitaine
Sceau-Saint-Angel,Sceau-Saint-Angel,sceau-saint-angel,SCEAU-SAINT-ANGEL,Nouvelle-Aquitaine
Segonzac,Segonzac,segonzac,SEGONZAC,Nouvelle-Aquitaine
Sergeac,Sergeac,sergeac,SERGEAC,Nouvelle-Aquitaine
Serres-et-Montguyard,Serres-et-Montguyard,serres-et-montguyard,SERRES-ET-MONTGUYARD,Nouvelle-Aquitaine
Servanches,Servanches,servanches,SERVANCHES,Nouvelle-Aquitaine
Sigoulès-et-Flaugeac,Sigoulès-et-Flaugeac,sigoules-et-flaugeac,SIGOULÈS-ET-FLAUGEAC,Nouvelle-Aquitaine
Simeyrols,Simeyrols,simeyrols,SIMEYROLS,Nouvelle-Aquitaine
Singleyrac,Singleyrac,singleyrac,SINGLEYRAC,Nouvelle-Aquitaine
Siorac-de-Ribérac,Siorac-de-Ribérac,siorac-de-riberac,SIORAC-DE-RIBÉRAC,Nouvelle-Aquitaine
Siorac-en-Périgord,Siorac-en-Périgord,siorac-en-perigord,SIORAC-EN-PÉRIGORD,Nouvelle-Aquitaine
Sorges et Ligueux en Périgord,Sorges et Ligueux en Périgord,sorges-et-ligueux-en-perigord,SORGES ET LIGUEUX EN PÉRIGORD,Nouvelle-Aquitaine
Soudat,Soudat,soudat,SOUDAT,Nouvelle-Aquitaine
Soulaures,Soulaures,soulaures,SOULAURES,Nouvelle-Aquitaine
Sourzac,Sourzac,sourzac,SOURZAC,Nouvelle-Aquitaine
Tamniès,Tamniès,tamnies,TAMNIÈS,Nouvelle-Aquitaine
Teillots,Teillots,teillots,TEILLOTS,Nouvelle-Aquitaine
Temple-Laguyon,Temple-Laguyon,temple-laguyon,TEMPLE-LAGUYON,Nouvelle-Aquitaine
Terrasson-Lavilledieu,Terrasson-Lavilledieu,terrasson-lavilledieu,TERRASSON-LAVILLEDIEU,Nouvelle-Aquitaine
Teyjat,Teyjat,teyjat,TEYJAT,Nouvelle-Aquitaine
Thénac,Thénac,thenac,THÉNAC,Nouvelle-Aquitaine
Thenon,Thenon,thenon,THENON,Nouvelle-Aquitaine
Thiviers,Thiviers,thiviers,THIVIERS,Nouvelle-Aquitaine
Thonac,Thonac,thonac,THONAC,Nouvelle-Aquitaine
Tocane-Saint-Apre,Tocane-Saint-Apre,tocane-saint-apre,TOCANE-SAINT-APRE,Nouvelle-Aquitaine
La Tour-Blanche-Cercles,Tour-Blanche-Cercles,la-tour-blanche-cercles,LA TOUR-BLANCHE-CERCLES,Nouvelle-Aquitaine
Tourtoirac,Tourtoirac,tourtoirac,TOURTOIRAC,Nouvelle-Aquitaine
Trélissac,Trélissac,trelissac,TRÉLISSAC,Nouvelle-Aquitaine
Trémolat,Trémolat,tremolat,TRÉMOLAT,Nouvelle-Aquitaine
Tursac,Tursac,tursac,TURSAC,Nouvelle-Aquitaine
Urval,Urval,urval,URVAL,Nouvelle-Aquitaine
Vallereuil,Vallereuil,vallereuil,VALLEREUIL,Nouvelle-Aquitaine
Valojoulx,Valojoulx,valojoulx,VALOJOULX,Nouvelle-Aquitaine
Vanxains,Vanxains,vanxains,VANXAINS,Nouvelle-Aquitaine
Varaignes,Varaignes,varaignes,VARAIGNES,Nouvelle-Aquitaine
Varennes,Varennes,varennes,VARENNES,Nouvelle-Aquitaine
Vaunac,Vaunac,vaunac,VAUNAC,Nouvelle-Aquitaine
Vélines,Vélines,velines,VÉLINES,Nouvelle-Aquitaine
Vendoire,Vendoire,vendoire,VENDOIRE,Nouvelle-Aquitaine
Verdon,Verdon,verdon,VERDON,Nouvelle-Aquitaine
Vergt,Vergt,vergt,VERGT,Nouvelle-Aquitaine
Vergt-de-Biron,Vergt-de-Biron,vergt-de-biron,VERGT-DE-BIRON,Nouvelle-Aquitaine
Verteillac,Verteillac,verteillac,VERTEILLAC,Nouvelle-Aquitaine
Veyrignac,Veyrignac,veyrignac,VEYRIGNAC,Nouvelle-Aquitaine
Veyrines-de-Domme,Veyrines-de-Domme,veyrines-de-domme,VEYRINES-DE-DOMME,Nouvelle-Aquitaine
Veyrines-de-Vergt,Veyrines-de-Vergt,veyrines-de-vergt,VEYRINES-DE-VERGT,Nouvelle-Aquitaine
Vézac,Vézac,vezac,VÉZAC,Nouvelle-Aquitaine
Villac,Villac,villac,VILLAC,Nouvelle-Aquitaine
Villamblard,Villamblard,villamblard,VILLAMBLARD,Nouvelle-Aquitaine
Villars,Villars,villars,VILLARS,Nouvelle-Aquitaine
Villefranche-de-Lonchat,Villefranche-de-Lonchat,villefranche-de-lonchat,VILLEFRANCHE-DE-LONCHAT,Nouvelle-Aquitaine
Villefranche-du-Périgord,Villefranche-du-Périgord,villefranche-du-perigord,VILLEFRANCHE-DU-PÉRIGORD,Nouvelle-Aquitaine
Villetoureix,Villetoureix,villetoureix,VILLETOUREIX,Nouvelle-Aquitaine
Vitrac,Vitrac,vitrac,VITRAC,Nouvelle-Aquitaine
Abbans-Dessous,Abbans-Dessous,abbans-dessous,ABBANS-DESSOUS,Bourgogne-Franche-Comté
Abbans-Dessus,Abbans-Dessus,abbans-dessus,ABBANS-DESSUS,Bourgogne-Franche-Comté
Abbenans,Abbenans,abbenans,ABBENANS,Bourgogne-Franche-Comté
Abbévillers,Abbévillers,abbevillers,ABBÉVILLERS,Bourgogne-Franche-Comté
Accolans,Accolans,accolans,ACCOLANS,Bourgogne-Franche-Comté
Adam-lès-Passavant,Adam-lès-Passavant,adam-les-passavant,ADAM-LÈS-PASSAVANT,Bourgogne-Franche-Comté
Adam-lès-Vercel,Adam-lès-Vercel,adam-les-vercel,ADAM-LÈS-VERCEL,Bourgogne-Franche-Comté
Aibre,Aibre,aibre,AIBRE,Bourgogne-Franche-Comté
Aïssey,Aïssey,aissey,AÏSSEY,Bourgogne-Franche-Comté
Allenjoie,Allenjoie,allenjoie,ALLENJOIE,Bourgogne-Franche-Comté
Les Alliés,Alliés,les-allies,LES ALLIÉS,Bourgogne-Franche-Comté
Allondans,Allondans,allondans,ALLONDANS,Bourgogne-Franche-Comté
Amagney,Amagney,amagney,AMAGNEY,Bourgogne-Franche-Comté
Amancey,Amancey,amancey,AMANCEY,Bourgogne-Franche-Comté
Amathay-Vésigneux,Amathay-Vésigneux,amathay-vesigneux,AMATHAY-VÉSIGNEUX,Bourgogne-Franche-Comté
Amondans,Amondans,amondans,AMONDANS,Bourgogne-Franche-Comté
Anteuil,Anteuil,anteuil,ANTEUIL,Bourgogne-Franche-Comté
Appenans,Appenans,appenans,APPENANS,Bourgogne-Franche-Comté
Arbouans,Arbouans,arbouans,ARBOUANS,Bourgogne-Franche-Comté
Arc-et-Senans,Arc-et-Senans,arc-et-senans,ARC-ET-SENANS,Bourgogne-Franche-Comté
Arcey,Arcey,arcey,ARCEY,Bourgogne-Franche-Comté
Arçon,Arçon,arcon,ARÇON,Bourgogne-Franche-Comté
Arc-sous-Cicon,Arc-sous-Cicon,arc-sous-cicon,ARC-SOUS-CICON,Bourgogne-Franche-Comté
Arc-sous-Montenot,Arc-sous-Montenot,arc-sous-montenot,ARC-SOUS-MONTENOT,Bourgogne-Franche-Comté
Aubonne,Aubonne,aubonne,AUBONNE,Bourgogne-Franche-Comté
Audeux,Audeux,audeux,AUDEUX,Bourgogne-Franche-Comté
Audincourt,Audincourt,audincourt,AUDINCOURT,Bourgogne-Franche-Comté
Autechaux,Autechaux,autechaux,AUTECHAUX,Bourgogne-Franche-Comté
Autechaux-Roide,Autechaux-Roide,autechaux-roide,AUTECHAUX-ROIDE,Bourgogne-Franche-Comté
Les Auxons,Auxons,les-auxons,LES AUXONS,Bourgogne-Franche-Comté
Avanne-Aveney,Avanne-Aveney,avanne-aveney,AVANNE-AVENEY,Bourgogne-Franche-Comté
Avilley,Avilley,avilley,AVILLEY,Bourgogne-Franche-Comté
Avoudrey,Avoudrey,avoudrey,AVOUDREY,Bourgogne-Franche-Comté
Badevel,Badevel,badevel,BADEVEL,Bourgogne-Franche-Comté
Bannans,Bannans,bannans,BANNANS,Bourgogne-Franche-Comté
Le Barboux,Barboux,le-barboux,LE BARBOUX,Bourgogne-Franche-Comté
Bart,Bart,bart,BART,Bourgogne-Franche-Comté
Bartherans,Bartherans,bartherans,BARTHERANS,Bourgogne-Franche-Comté
Battenans-les-Mines,Battenans-les-Mines,battenans-les-mines,BATTENANS-LES-MINES,Bourgogne-Franche-Comté
Battenans-Varin,Battenans-Varin,battenans-varin,BATTENANS-VARIN,Bourgogne-Franche-Comté
Baume-les-Dames,Baume-les-Dames,baume-les-dames,BAUME-LES-DAMES,Bourgogne-Franche-Comté
Bavans,Bavans,bavans,BAVANS,Bourgogne-Franche-Comté
Belfays,Belfays,belfays,BELFAYS,Bourgogne-Franche-Comté
Le Bélieu,Bélieu,le-belieu,LE BÉLIEU,Bourgogne-Franche-Comté
Belleherbe,Belleherbe,belleherbe,BELLEHERBE,Bourgogne-Franche-Comté
Belmont,Belmont,belmont,BELMONT,Bourgogne-Franche-Comté
Belvoir,Belvoir,belvoir,BELVOIR,Bourgogne-Franche-Comté
Berche,Berche,berche,BERCHE,Bourgogne-Franche-Comté
Berthelange,Berthelange,berthelange,BERTHELANGE,Bourgogne-Franche-Comté
Besançon,Besançon,besancon,BESANÇON,Bourgogne-Franche-Comté
Bethoncourt,Bethoncourt,bethoncourt,BETHONCOURT,Bourgogne-Franche-Comté
Beure,Beure,beure,BEURE,Bourgogne-Franche-Comté
Beutal,Beutal,beutal,BEUTAL,Bourgogne-Franche-Comté
Val-d'Usiers,Val-d'Usiers,val-d-usiers,VAL-D'USIERS,Bourgogne-Franche-Comté
Bief,Bief,bief,BIEF,Bourgogne-Franche-Comté
Le Bizot,Bizot,le-bizot,LE BIZOT,Bourgogne-Franche-Comté
Blamont,Blamont,blamont,BLAMONT,Bourgogne-Franche-Comté
Blarians,Blarians,blarians,BLARIANS,Bourgogne-Franche-Comté
Blussangeaux,Blussangeaux,blussangeaux,BLUSSANGEAUX,Bourgogne-Franche-Comté
Blussans,Blussans,blussans,BLUSSANS,Bourgogne-Franche-Comté
Bolandoz,Bolandoz,bolandoz,BOLANDOZ,Bourgogne-Franche-Comté
Bondeval,Bondeval,bondeval,BONDEVAL,Bourgogne-Franche-Comté
Bonnal,Bonnal,bonnal,BONNAL,Bourgogne-Franche-Comté
Bonnay,Bonnay,bonnay,BONNAY,Bourgogne-Franche-Comté
Bonnétage,Bonnétage,bonnetage,BONNÉTAGE,Bourgogne-Franche-Comté
Bonnevaux,Bonnevaux,bonnevaux,BONNEVAUX,Bourgogne-Franche-Comté
La Bosse,Bosse,la-bosse,LA BOSSE,Bourgogne-Franche-Comté
Bouclans,Bouclans,bouclans,BOUCLANS,Bourgogne-Franche-Comté
Boujailles,Boujailles,boujailles,BOUJAILLES,Bourgogne-Franche-Comté
Bourguignon,Bourguignon,bourguignon,BOURGUIGNON,Bourgogne-Franche-Comté
Bournois,Bournois,bournois,BOURNOIS,Bourgogne-Franche-Comté
Boussières,Boussières,boussieres,BOUSSIÈRES,Bourgogne-Franche-Comté
Bouverans,Bouverans,bouverans,BOUVERANS,Bourgogne-Franche-Comté
Braillans,Braillans,braillans,BRAILLANS,Bourgogne-Franche-Comté
Branne,Branne,branne,BRANNE,Bourgogne-Franche-Comté
Breconchaux,Breconchaux,breconchaux,BRECONCHAUX,Bourgogne-Franche-Comté
Bremondans,Bremondans,bremondans,BREMONDANS,Bourgogne-Franche-Comté
Brères,Brères,breres,BRÈRES,Bourgogne-Franche-Comté
Les Bréseux,Bréseux,les-breseux,LES BRÉSEUX,Bourgogne-Franche-Comté
La Bretenière,Bretenière,la-breteniere,LA BRETENIÈRE,Bourgogne-Franche-Comté
Bretigney,Bretigney,bretigney,BRETIGNEY,Bourgogne-Franche-Comté
Bretigney-Notre-Dame,Bretigney-Notre-Dame,bretigney-notre-dame,BRETIGNEY-NOTRE-DAME,Bourgogne-Franche-Comté
Bretonvillers,Bretonvillers,bretonvillers,BRETONVILLERS,Bourgogne-Franche-Comté
Brey-et-Maison-du-Bois,Brey-et-Maison-du-Bois,brey-et-maison-du-bois,BREY-ET-MAISON-DU-BOIS,Bourgogne-Franche-Comté
Brognard,Brognard,brognard,BROGNARD,Bourgogne-Franche-Comté
Buffard,Buffard,buffard,BUFFARD,Bourgogne-Franche-Comté
Bugny,Bugny,bugny,BUGNY,Bourgogne-Franche-Comté
Bulle,Bulle,bulle,BULLE,Bourgogne-Franche-Comté
Burgille,Burgille,burgille,BURGILLE,Bourgogne-Franche-Comté
Burnevillers,Burnevillers,burnevillers,BURNEVILLERS,Bourgogne-Franche-Comté
Busy,Busy,busy,BUSY,Bourgogne-Franche-Comté
By,By,by,BY,Bourgogne-Franche-Comté
Byans-sur-Doubs,Byans-sur-Doubs,byans-sur-doubs,BYANS-SUR-DOUBS,Bourgogne-Franche-Comté
Cademène,Cademène,cademene,CADEMÈNE,Bourgogne-Franche-Comté
Cendrey,Cendrey,cendrey,CENDREY,Bourgogne-Franche-Comté
Cernay-l'Église,Cernay-l'Église,cernay-l-eglise,CERNAY-L'ÉGLISE,Bourgogne-Franche-Comté
Cessey,Cessey,cessey,CESSEY,Bourgogne-Franche-Comté
Chaffois,Chaffois,chaffois,CHAFFOIS,Bourgogne-Franche-Comté
Chalèze,Chalèze,chaleze,CHALÈZE,Bourgogne-Franche-Comté
Chalezeule,Chalezeule,chalezeule,CHALEZEULE,Bourgogne-Franche-Comté
Chamesey,Chamesey,chamesey,CHAMESEY,Bourgogne-Franche-Comté
Chamesol,Chamesol,chamesol,CHAMESOL,Bourgogne-Franche-Comté
Champagney,Champagney,champagney,CHAMPAGNEY,Bourgogne-Franche-Comté
Champlive,Champlive,champlive,CHAMPLIVE,Bourgogne-Franche-Comté
Champoux,Champoux,champoux,CHAMPOUX,Bourgogne-Franche-Comté
Champvans-les-Moulins,Champvans-les-Moulins,champvans-les-moulins,CHAMPVANS-LES-MOULINS,Bourgogne-Franche-Comté
Chantrans,Chantrans,chantrans,CHANTRANS,Bourgogne-Franche-Comté
